it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
HCLTECH	EQ	825.1	837.9	819.25	824.3	826.7	827.1	1052299	8.691292327E8	2016-02-16	43527	INE860A01027
INFY	EQ	1087.0	1092.75	1073.7	1079.15	1081.2	1091.75	2562724	2.7716717449E9	2016-02-16	92796	INE009A01021
TATAELXSI	EQ	1945.0	1967.7	1858.0	1868.65	1872.0	1912.5	627474	1.20105438495E9	2016-02-16	33406	INE670A01012
TCS	EQ	2266.0	2282.0	2243.0	2265.55	2262.5	2269.15	794351	1.79545614895E9	2016-02-16	40886	INE467B01029
TECHM	EQ	434.95	436.4	419.65	422.85	422.05	430.3	979478	4.192955917E8	2016-02-16	20492	INE669C01036
WIPRO	EQ	527.0	530.5	521.15	526.6	526.6	525.75	691104	3.6333379215E8	2016-02-16	20727	INE075A01022
DATAMATICS	EQ	99.5	101.3	94.5	96.85	96.65	99.2	824602	8.048207005E7	2016-12-13	6651	INE365B01017
HCLTECH	EQ	801.05	803.9	791.2	800.95	801.0	799.8	938976	7.4815827985E8	2016-12-13	58100	INE860A01027
INFY	EQ	980.5	992.85	971.1	990.2	987.5	977.35	2427141	2.3881756969E9	2016-12-13	71109	INE009A01021
MINDTREE	EQ	469.9	496.8	461.3	492.5	496.8	468.25	1169887	5.6910015225E8	2016-12-13	25057	INE018I01017
TATAELXSI	EQ	1484.0	1498.0	1465.5	1487.4	1483.55	1483.5	727349	1.07948818495E9	2016-12-13	28973	INE670A01012
TCS	EQ	2218.0	2218.0	2183.0	2200.3	2210.75	2208.2	1073767	2.3619010502E9	2016-12-13	58059	INE467B01029
TECHM	EQ	470.0	487.5	467.3	484.55	487.0	469.4	1863492	8.891758712E8	2016-12-13	67931	INE669C01036
WIPRO	EQ	456.5	464.05	455.05	463.75	464.0	453.55	1175447	5.43236398E8	2016-12-13	30428	INE075A01022
DATAMATICS	EQ	89.25	91.9	87.0	87.45	87.5	88.45	565141	5.062146955E7	2016-12-06	4756	INE365B01017
HCLTECH	EQ	798.0	801.5	778.4	780.9	779.35	793.4	778814	6.147320832E8	2016-12-06	35223	INE860A01027
INFY	EQ	961.8	979.5	961.65	966.5	968.55	961.65	1781055	1.72946284955E9	2016-12-06	64774	INE009A01021
MINDTREE	EQ	449.3	464.0	449.3	459.8	459.85	448.35	440126	2.0190892855E8	2016-12-06	17024	INE018I01017
TATAELXSI	EQ	1358.0	1394.0	1356.0	1380.6	1385.0	1346.75	814101	1.12189544795E9	2016-12-06	32158	INE670A01012
TCS	EQ	2190.0	2203.95	2169.9	2182.35	2170.85	2186.0	796722	1.74445227015E9	2016-12-06	50293	INE467B01029
TECHM	EQ	463.0	469.5	462.4	465.45	465.5	462.4	1073627	5.005183187E8	2016-12-06	54251	INE669C01036
WIPRO	EQ	456.0	462.85	455.9	457.8	457.0	456.65	629585	2.896734106E8	2016-12-06	20294	INE075A01022
HCLTECH	EQ	798.0	801.9	790.0	796.3	799.0	795.85	1533187	1.2217576728E9	2016-09-28	56395	INE860A01027
INFY	EQ	1040.0	1042.3	1033.25	1038.95	1037.9	1039.75	2717354	2.8202981824E9	2016-09-28	45609	INE009A01021
MINDTREE	EQ	495.0	496.85	491.5	492.95	492.7	493.0	322152	1.5916483495E8	2016-09-28	7543	INE018I01017
NIITTECH	EQ	440.2	444.75	432.15	439.05	438.6	440.4	339553	1.488765335E8	2016-09-28	5666	INE591G01017
TCS	EQ	2431.0	2437.5	2415.2	2423.05	2425.0	2436.1	865664	2.09826653935E9	2016-09-28	31602	INE467B01029
TECHM	EQ	449.0	449.0	439.4	440.5	440.7	447.85	1785763	7.9024313915E8	2016-09-28	41071	INE669C01036
WIPRO	EQ	484.4	484.7	480.35	483.7	483.0	484.2	795943	3.84418792E8	2016-09-28	16121	INE075A01022
HCLTECH	EQ	748.0	753.35	736.35	739.8	739.1	747.55	15048108	1.11409525632E10	2016-05-31	77186	INE860A01027
INFY	EQ	1265.0	1266.75	1239.0	1248.65	1250.85	1267.6	6891019	8.60049143855E9	2016-05-31	125656	INE009A01021
MINDTREE	EQ	677.9	677.9	658.2	660.9	661.3	671.7	497989	3.3123528655E8	2016-05-31	14254	INE018I01017
TCS	EQ	2640.0	2647.0	2562.0	2569.4	2567.5	2636.4	1861304	4.8047093897E9	2016-05-31	84299	INE467B01029
TECHM	EQ	544.1	548.0	536.65	540.35	542.0	543.55	2896981	1.56390708305E9	2016-05-31	40368	INE669C01036
WIPRO	EQ	551.0	552.0	543.35	545.45	545.5	550.15	2070089	1.13020555445E9	2016-05-31	51671	INE075A01022
HCLTECH	EQ	735.0	741.45	730.05	739.25	739.6	733.55	1395015	1.0294343366E9	2016-05-24	47318	INE860A01027
INFY	EQ	1191.05	1191.75	1177.6	1187.75	1190.0	1188.0	1742530	2.06453471995E9	2016-05-24	85326	INE009A01021
MINDTREE	EQ	644.0	652.7	635.85	647.75	646.2	640.85	346717	2.2454969845E8	2016-05-24	16412	INE018I01017
TATAELXSI	EQ	1834.0	1834.5	1776.15	1779.65	1776.2	1834.9	322937	5.798729526E8	2016-05-24	16350	INE670A01012
TCS	EQ	2484.0	2488.25	2459.6	2467.7	2468.6	2491.45	669579	1.65227566035E9	2016-05-24	30007	INE467B01029
TECHM	EQ	476.0	485.7	464.6	480.25	479.7	476.45	2610091	1.23741231045E9	2016-05-24	47441	INE669C01036
WIPRO	EQ	539.85	540.4	535.55	537.65	537.0	539.85	991164	5.329100324E8	2016-05-24	22618	INE075A01022
HCLTECH	EQ	828.0	836.75	813.8	828.35	831.05	825.05	1688435	1.3924202499E9	2016-01-08	46806	INE860A01027
INFY	EQ	1061.5	1067.4	1055.5	1063.3	1064.65	1050.8	1578358	1.67552198635E9	2016-01-08	47934	INE009A01021
TATAELXSI	EQ	2103.0	2124.0	2039.0	2052.25	2040.0	2083.5	326294	6.793062723E8	2016-01-08	15291	INE670A01012
TCS	EQ	2385.0	2407.35	2372.5	2397.6	2400.8	2371.25	953772	2.2853135666E9	2016-01-08	29435	INE467B01029
TECHM	EQ	516.0	526.25	512.75	522.15	524.0	510.8	1426135	7.427323063E8	2016-01-08	29058	INE669C01036
WIPRO	EQ	552.1	557.85	549.55	555.8	555.0	549.85	871557	4.830347326E8	2016-01-08	24011	INE075A01022
HCLTECH	EQ	765.0	797.75	763.15	784.85	789.95	809.0	2648398	2.0838504031E9	2016-11-09	68463	INE860A01027
INFY	EQ	930.0	974.6	901.0	958.3	963.0	982.6	6382079	6.06865739305E9	2016-11-09	150348	INE009A01021
MINDTREE	EQ	420.0	439.9	399.0	436.15	439.9	442.65	820980	3.4900475525E8	2016-11-09	16753	INE018I01017
NIITTECH	EQ	380.0	407.85	366.55	403.95	402.05	407.25	346365	1.3578837985E8	2016-11-09	13631	INE591G01017
TATAELXSI	EQ	1150.0	1204.45	1116.65	1193.3	1195.85	1240.7	378239	4.4142789785E8	2016-11-09	16013	INE670A01012
TCS	EQ	2180.0	2275.0	2142.85	2169.85	2185.8	2283.2	2250113	4.92488452E9	2016-11-09	74439	INE467B01029
TECHM	EQ	419.9	444.0	409.0	434.5	435.0	454.15	4852450	2.09778759285E9	2016-11-09	48641	INE669C01036
WIPRO	EQ	425.0	450.45	408.1	446.9	450.45	451.75	2167264	9.572542396E8	2016-11-09	54233	INE075A01022
HCLTECH	EQ	748.7	755.9	744.0	753.05	751.1	743.5	2778851	2.0891376579E9	2016-06-09	98310	INE860A01027
INFY	EQ	1226.25	1226.25	1180.05	1185.5	1187.0	1238.1	6370402	7.59338145355E9	2016-06-09	169983	INE009A01021
TCS	EQ	2622.4	2622.4	2555.2	2577.25	2581.9	2613.1	781069	2.01604263205E9	2016-06-09	51060	INE467B01029
TECHM	EQ	537.9	537.9	528.3	534.45	533.05	535.65	1085142	5.7680109865E8	2016-06-09	30835	INE669C01036
WIPRO	EQ	547.1	547.1	542.2	544.8	546.0	544.6	1768142	9.6299544135E8	2016-06-09	13435	INE075A01022
HCLTECH	EQ	730.0	730.9	720.15	723.55	725.0	730.0	885024	6.393436523E8	2016-07-21	19412	INE860A01027
INFY	EQ	1079.0	1087.2	1075.6	1079.9	1080.1	1083.1	4334001	4.6791937305E9	2016-07-21	130542	INE009A01021
MINDTREE	EQ	570.4	574.0	565.0	565.95	565.55	570.4	630769	3.576421862E8	2016-07-21	17342	INE018I01017
TCS	EQ	2489.5	2519.5	2464.45	2506.05	2506.0	2494.95	1263574	3.1489241104E9	2016-07-21	91340	INE467B01029
TECHM	EQ	506.0	508.5	503.2	505.3	506.0	505.35	528981	2.673313281E8	2016-07-21	16908	INE669C01036
WIPRO	EQ	538.9	544.8	538.9	542.0	542.55	538.85	1444403	7.822818168E8	2016-07-21	19946	INE075A01022
HCLTECH	EQ	843.0	844.0	805.95	810.45	815.0	849.75	1667218	1.36022093135E9	2016-02-09	41750	INE860A01027
INFY	EQ	1128.3	1128.3	1093.5	1107.65	1107.5	1150.8	3789786	4.1957090944E9	2016-02-09	110917	INE009A01021
TATAELXSI	EQ	2074.0	2090.0	2027.0	2047.3	2053.0	2108.6	532305	1.0942303439E9	2016-02-09	28180	INE670A01012
TCS	EQ	2333.6	2333.6	2255.6	2281.4	2280.7	2362.95	1244805	2.83397786555E9	2016-02-09	74469	INE467B01029
TECHM	EQ	465.0	467.85	446.45	448.25	447.95	470.65	2352111	1.0605290579E9	2016-02-09	61206	INE669C01036
WIPRO	EQ	539.9	539.9	534.0	536.25	535.25	545.0	800236	4.2915025365E8	2016-02-09	20702	INE075A01022
HCLTECH	EQ	805.0	812.0	794.4	808.6	811.0	799.9	1516868	1.2176325563E9	2016-10-03	62820	INE860A01027
INFY	EQ	1035.5	1040.0	1026.1	1038.1	1039.55	1036.05	1828080	1.89107415385E9	2016-10-03	64407	INE009A01021
MINDTREE	EQ	485.0	499.1	484.3	488.55	487.2	482.15	358594	1.755633379E8	2016-10-03	11904	INE018I01017
TCS	EQ	2450.0	2457.65	2401.1	2411.7	2407.5	2430.8	909440	2.1982202168E9	2016-10-03	50401	INE467B01029
TECHM	EQ	420.0	425.0	418.2	420.7	420.95	419.85	1754766	7.3879032875E8	2016-10-03	28561	INE669C01036
WIPRO	EQ	480.0	480.1	474.3	478.95	479.0	478.95	1000629	4.7831889025E8	2016-10-03	31128	INE075A01022
DATAMATICS	EQ	98.45	114.8	98.35	109.55	110.2	97.45	5153356	5.5778024355E8	2016-12-19	46665	INE365B01017
HCLTECH	EQ	820.6	826.9	815.0	824.7	826.0	820.6	1074079	8.833769085E8	2016-12-19	37947	INE860A01027
INFY	EQ	1006.1	1008.25	994.1	1004.65	1005.0	1005.15	2062067	2.06382124465E9	2016-12-19	52933	INE009A01021
TCS	EQ	2280.0	2297.7	2261.3	2288.9	2285.0	2282.65	667105	1.51739967645E9	2016-12-19	44317	INE467B01029
TECHM	EQ	474.0	475.6	470.45	473.35	473.0	477.15	1389090	6.5703894545E8	2016-12-19	20577	INE669C01036
WIPRO	EQ	462.75	466.5	462.45	463.55	464.1	463.5	777104	3.610109375E8	2016-12-19	15838	INE075A01022
HCLTECH	EQ	799.0	799.95	783.8	788.85	793.0	792.6	1117361	8.8242972525E8	2016-09-22	50481	INE860A01027
INFY	EQ	1059.0	1061.0	1052.0	1058.8	1061.0	1055.75	1814757	1.9188616541E9	2016-09-22	80240	INE009A01021
MINDTREE	EQ	516.0	519.0	508.45	509.75	510.0	510.25	365999	1.871150032E8	2016-09-22	12367	INE018I01017
TCS	EQ	2425.25	2428.0	2371.1	2378.0	2380.0	2413.4	1428787	3.4179319968E9	2016-09-22	81643	INE467B01029
TECHM	EQ	465.0	466.8	453.75	454.75	454.55	461.15	2766927	1.26236809985E9	2016-09-22	51295	INE669C01036
WIPRO	EQ	485.0	485.2	479.6	481.75	482.0	483.85	1431194	6.8915983825E8	2016-09-22	31004	INE075A01022
HCLTECH	EQ	823.85	830.4	822.0	827.9	824.5	823.05	1426361	1.17973353645E9	2016-03-14	44460	INE860A01027
INFY	EQ	1146.0	1154.25	1138.5	1141.2	1140.9	1143.0	2087131	2.38684585105E9	2016-03-14	78868	INE009A01021
MINDTREE	EQ	665.0	668.2	650.0	651.6	651.9	663.15	676710	4.437114313E8	2016-03-14	23211	INE018I01017
TATAELXSI	EQ	1970.9	1984.0	1947.05	1954.25	1954.0	1951.2	348814	6.8581993885E8	2016-03-14	18448	INE670A01012
TCS	EQ	2362.0	2398.0	2340.0	2355.0	2346.1	2365.25	818371	1.9324835616E9	2016-03-14	50401	INE467B01029
TECHM	EQ	460.0	472.3	458.0	470.2	470.5	458.05	5115313	2.40011831305E9	2016-03-14	28213	INE669C01036
WIPRO	EQ	543.0	543.0	536.5	540.85	539.5	539.0	1041114	5.621346808E8	2016-03-14	28813	INE075A01022
HCLTECH	EQ	813.9	841.4	809.0	832.15	828.0	813.25	1057236	8.8010439935E8	2016-03-01	48758	INE860A01027
INFY	EQ	1094.8	1130.3	1094.8	1125.45	1128.75	1084.05	3193077	3.5727944669E9	2016-03-01	99480	INE009A01021
MINDTREE	EQ	1424.0	1472.3	1424.0	1469.2	1470.2	1426.35	364036	5.2950560275E8	2016-03-01	16122	INE018I01017
NIITTECH	EQ	421.95	471.0	421.95	464.65	470.0	419.55	706796	3.224561948E8	2016-03-01	24835	INE591G01017
TATAELXSI	EQ	1710.0	1812.95	1700.0	1792.75	1808.0	1694.25	1018743	1.7885114108E9	2016-03-01	46308	INE670A01012
TCS	EQ	2193.0	2285.1	2162.0	2276.65	2281.0	2176.8	999880	2.2575169025E9	2016-03-01	50318	INE467B01029
TECHM	EQ	417.0	435.0	416.0	432.25	430.25	415.55	1570024	6.7670093335E8	2016-03-01	40905	INE669C01036
WIPRO	EQ	525.0	539.0	523.45	535.45	537.5	520.25	1725272	9.2412947495E8	2016-03-01	33959	INE075A01022
HCLTECH	EQ	751.05	752.0	736.65	740.9	741.75	749.35	3231109	2.39875174215E9	2016-05-26	69698	INE860A01027
INFY	EQ	1210.1	1239.8	1210.1	1234.15	1237.9	1208.65	3068218	3.76576859245E9	2016-05-26	96613	INE009A01021
MINDTREE	EQ	653.45	677.0	648.0	665.35	664.0	648.75	1056012	7.029628186E8	2016-05-26	22542	INE018I01017
TCS	EQ	2530.0	2564.9	2505.1	2548.7	2560.0	2526.45	971624	2.4652029223E9	2016-05-26	59703	INE467B01029
TECHM	EQ	530.0	547.0	520.25	542.3	541.0	528.5	3270866	1.7459541824E9	2016-05-26	51575	INE669C01036
WIPRO	EQ	546.1	548.8	543.0	544.95	547.0	546.1	1234981	6.732242706E8	2016-05-26	45335	INE075A01022
HCLTECH	EQ	813.95	818.0	801.35	815.65	816.0	815.25	6110739	4.9248488664E9	2016-03-09	88401	INE860A01027
INFY	EQ	1145.0	1183.75	1142.95	1178.5	1177.0	1163.45	3152891	3.6833226134E9	2016-03-09	89544	INE009A01021
MINDTREE	EQ	740.0	740.0	680.05	684.3	685.05	1546.35	2246769	1.56336560815E9	2016-03-09	60407	INE018I01017
TATAELXSI	EQ	1860.0	1972.8	1847.0	1960.75	1972.8	1874.75	1143879	2.20841908595E9	2016-03-09	49318	INE670A01012
TCS	EQ	2341.0	2369.4	2295.15	2357.25	2360.0	2354.3	1008892	2.3473659132E9	2016-03-09	45459	INE467B01029
TECHM	EQ	443.9	467.5	442.1	464.15	463.35	448.85	4030260	1.86440442495E9	2016-03-09	48979	INE669C01036
WIPRO	EQ	542.0	542.0	533.25	538.15	537.8	541.45	1986973	1.0657480401E9	2016-03-09	30188	INE075A01022
HCLTECH	EQ	820.0	824.0	807.0	820.4	822.5	814.1	2664808	2.1812816413E9	2016-04-01	120907	INE860A01027
INFY	BL	1220.25	1220.25	1220.15	1220.15	1220.15	2136.1	775000	9.456359221E8	2016-04-01	2	INE009A01021
INFY	EQ	1216.0	1222.2	1195.1	1205.45	1207.6	1218.3	2755714	3.3293320852E9	2016-04-01	97501	INE009A01021
MINDTREE	EQ	653.0	686.3	650.0	668.15	666.35	653.25	665156	4.460868216E8	2016-04-01	21694	INE018I01017
TATAELXSI	EQ	1883.7	1935.0	1875.35	1904.55	1907.0	1883.85	462114	8.8406814655E8	2016-04-01	23360	INE670A01012
TCS	EQ	2505.0	2520.85	2434.1	2453.9	2458.0	2520.3	1520700	3.75302912365E9	2016-04-01	86567	INE467B01029
TECHM	EQ	476.0	476.05	460.0	463.1	462.05	474.95	2394963	1.1161670345E9	2016-04-01	67070	INE669C01036
WIPRO	EQ	567.0	572.5	557.2	562.15	561.5	564.25	1379141	7.800268837E8	2016-04-01	94616	INE075A01022
HCLTECH	EQ	784.95	787.35	765.0	772.25	769.05	781.85	1346765	1.04167067215E9	2016-08-22	49547	INE860A01027
INFY	EQ	1018.0	1030.0	1009.1	1015.45	1015.9	1021.3	5126759	5.20020061585E9	2016-08-22	184159	INE009A01021
MINDTREE	EQ	562.5	565.65	550.0	551.25	550.45	565.7	499181	2.7689721435E8	2016-08-22	15488	INE018I01017
TCS	EQ	2588.0	2594.45	2536.3	2548.7	2553.5	2603.5	1132637	2.90197785005E9	2016-08-22	92781	INE467B01029
TECHM	EQ	472.0	474.3	465.0	466.35	465.65	473.2	1107412	5.2134600125E8	2016-08-22	25059	INE669C01036
WIPRO	EQ	518.0	520.0	514.5	515.5	514.75	520.1	1016786	5.2456328915E8	2016-08-22	26532	INE075A01022
HCLTECH	EQ	865.8	889.9	865.8	880.3	876.7	865.75	1297246	1.1446203398E9	2016-02-01	51521	INE860A01027
INFY	EQ	1170.0	1179.9	1161.6	1173.35	1171.5	1164.9	2125563	2.4894177599E9	2016-02-01	69859	INE009A01021
TATAELXSI	EQ	2095.1	2277.0	2085.6	2250.35	2251.7	2082.6	1619307	3.5662266297E9	2016-02-01	78942	INE670A01012
TCS	EQ	2391.1	2412.95	2359.0	2402.7	2395.35	2391.3	747637	1.7965237632E9	2016-02-01	65836	INE467B01029
TECHM	EQ	504.95	518.4	496.15	497.6	496.75	501.4	2717866	1.3739051416E9	2016-02-01	59297	INE669C01036
WIPRO	EQ	565.6	573.9	557.3	568.15	565.25	562.8	1506973	8.571286379E8	2016-02-01	38384	INE075A01022
DATAMATICS	EQ	69.0	75.95	68.2	73.45	73.3	68.0	613316	4.495122385E7	2016-07-29	3777	INE365B01017
HCLTECH	EQ	749.0	758.0	745.5	752.95	752.15	750.8	847328	6.380547367E8	2016-07-29	24720	INE860A01027
INFY	EQ	1072.6	1076.75	1066.5	1073.85	1075.0	1077.5	4078392	4.3766879078E9	2016-07-29	96309	INE009A01021
NIITTECH	EQ	462.1	465.85	448.7	450.05	449.3	467.5	377603	1.7177929075E8	2016-07-29	20633	INE591G01017
TCS	EQ	2614.0	2634.9	2599.0	2619.3	2624.9	2619.25	1244042	3.25790100385E9	2016-07-29	79709	INE467B01029
TECHM	EQ	488.95	490.9	482.55	487.95	483.0	485.55	1134853	5.5366080045E8	2016-07-29	22212	INE669C01036
WIPRO	EQ	552.3	553.0	542.65	545.05	545.85	553.8	1394086	7.6069744675E8	2016-07-29	52457	INE075A01022
DATAMATICS	EQ	91.4	93.75	86.8	87.65	88.4	89.5	1037974	9.26259694E7	2016-11-01	6259	INE365B01017
HCLTECH	EQ	771.8	776.4	767.0	772.9	773.9	767.75	1098171	8.47838442E8	2016-11-01	58454	INE860A01027
INFY	EQ	1006.8	1006.8	986.4	989.45	990.4	1002.1	3166399	3.142237325E9	2016-11-01	126304	INE009A01021
MINDTREE	EQ	441.0	445.7	436.0	439.55	440.0	440.3	344508	1.5196095185E8	2016-11-01	9637	INE018I01017
TATAELXSI	EQ	1304.35	1354.9	1285.0	1311.3	1308.0	1297.4	570388	7.513435169E8	2016-11-01	21614	INE670A01012
TCS	EQ	2399.7	2399.7	2334.15	2350.0	2359.05	2391.05	1467388	3.48015306505E9	2016-11-01	70133	INE467B01029
TECHM	EQ	436.0	436.0	429.55	433.55	433.85	439.7	4643934	2.0116446608E9	2016-11-01	53174	INE669C01036
WIPRO	EQ	465.05	466.45	460.0	460.75	460.05	464.4	710011	3.2859230665E8	2016-11-01	32499	INE075A01022
HCLTECH	EQ	755.0	764.95	744.05	752.4	750.1	753.65	1646371	1.2383210057E9	2016-06-14	43171	INE860A01027
INFY	EQ	1182.4	1182.4	1167.25	1175.0	1176.0	1180.9	1470364	1.72513628995E9	2016-06-14	76094	INE009A01021
MINDTREE	EQ	637.9	647.0	635.1	643.95	644.05	635.15	319795	2.0526309265E8	2016-06-14	14017	INE018I01017
TCS	EQ	2558.95	2558.95	2518.25	2534.85	2540.0	2547.0	488785	1.237344284E9	2016-06-14	55026	INE467B01029
TECHM	EQ	531.05	537.4	528.5	533.3	534.8	534.1	736886	3.917096548E8	2016-06-14	16128	INE669C01036
WIPRO	EQ	541.2	544.0	540.0	543.1	543.8	541.2	1050459	5.690815783E8	2016-06-14	13376	INE075A01022
HCLTECH	EQ	744.0	744.35	731.7	734.55	735.8	739.8	2246778	1.6559346302E9	2016-06-01	46325	INE860A01027
INFY	EQ	1246.05	1268.5	1246.0	1258.2	1256.0	1248.65	2420267	3.0466727002E9	2016-06-01	72781	INE009A01021
MINDTREE	EQ	665.95	665.95	653.3	654.8	655.4	660.9	386462	2.542872933E8	2016-06-01	7766	INE018I01017
TATAELXSI	EQ	1798.0	1813.4	1772.45	1783.4	1782.55	1800.6	360903	6.4606928435E8	2016-06-01	19498	INE670A01012
TCS	EQ	2571.2	2645.0	2571.0	2633.55	2633.9	2569.4	955971	2.5094708492E9	2016-06-01	67647	INE467B01029
TECHM	EQ	541.0	543.2	537.3	540.0	539.25	540.35	1093756	5.9038071585E8	2016-06-01	26080	INE669C01036
WIPRO	EQ	545.6	555.8	545.6	554.5	554.6	545.45	1022436	5.6484233175E8	2016-06-01	27306	INE075A01022
HCLTECH	EQ	812.5	821.0	810.0	818.15	817.2	808.6	1506687	1.2309882593E9	2016-10-04	55822	INE860A01027
INFY	EQ	1040.0	1051.4	1038.3	1049.2	1049.0	1038.1	2533293	2.64627489925E9	2016-10-04	53736	INE009A01021
MINDTREE	EQ	494.95	497.85	488.65	495.95	497.8	488.55	431668	2.135617617E8	2016-10-04	15796	INE018I01017
TATAELXSI	EQ	1406.4	1435.0	1402.8	1411.75	1412.0	1401.3	438968	6.235362658E8	2016-10-04	16072	INE670A01012
TCS	EQ	2420.0	2425.05	2398.0	2405.15	2407.0	2411.7	890359	2.1442936425E9	2016-10-04	41266	INE467B01029
TECHM	EQ	424.65	431.9	422.25	428.7	429.25	420.7	2145572	9.166793701E8	2016-10-04	47940	INE669C01036
WIPRO	EQ	479.0	484.95	479.0	481.8	481.05	478.95	1330496	6.422951224E8	2016-10-04	37108	INE075A01022
DATAMATICS	EQ	67.45	69.85	64.6	65.75	65.65	64.1	540316	3.667103735E7	2016-07-26	3594	INE365B01017
HCLTECH	EQ	738.9	747.4	736.25	745.25	746.65	740.4	1349165	1.0026504806E9	2016-07-26	30980	INE860A01027
INFY	EQ	1070.35	1089.9	1070.35	1088.7	1086.05	1080.85	3594805	3.9026948595E9	2016-07-26	60846	INE009A01021
MINDTREE	EQ	552.0	567.3	552.0	565.0	565.5	551.75	931960	5.248764628E8	2016-07-26	34877	INE018I01017
NIITTECH	EQ	460.0	479.0	460.0	467.35	465.2	460.95	455057	2.1468352755E8	2016-07-26	18017	INE591G01017
TATAELXSI	EQ	1622.8	1707.4	1616.0	1657.0	1660.0	1612.4	1354123	2.25250846595E9	2016-07-26	58671	INE670A01012
TCS	EQ	2558.95	2568.0	2533.0	2552.6	2550.0	2558.95	1155645	2.94436258165E9	2016-07-26	97504	INE467B01029
TECHM	EQ	508.0	512.75	500.0	502.5	503.0	508.4	3069751	1.55188405475E9	2016-07-26	21205	INE669C01036
WIPRO	EQ	542.0	550.75	540.95	546.1	546.6	542.85	1641039	8.966479051E8	2016-07-26	31976	INE075A01022
HCLTECH	EQ	848.95	851.05	836.4	842.8	844.0	845.95	732691	6.1725764215E8	2016-01-05	41363	INE860A01027
INFY	EQ	1085.5	1085.5	1062.25	1074.05	1073.0	1078.9	2474893	2.65597546075E9	2016-01-05	62085	INE009A01021
TATAELXSI	EQ	2222.7	2238.0	2170.0	2180.05	2172.0	2211.95	333319	7.334627701E8	2016-01-05	16674	INE670A01012
TCS	EQ	2385.0	2386.6	2341.0	2348.95	2349.85	2369.6	1339010	3.1514087703E9	2016-01-05	97799	INE467B01029
TECHM	EQ	516.95	523.3	516.6	521.9	520.65	516.4	1707124	8.8885830355E8	2016-01-05	22385	INE669C01036
WIPRO	EQ	562.0	565.0	554.25	556.9	557.6	557.7	878912	4.891694376E8	2016-01-05	21347	INE075A01022
HCLTECH	EQ	797.0	804.0	787.0	799.9	800.0	791.05	1831300	1.4614984918E9	2016-09-30	51340	INE860A01027
INFY	EQ	1031.1	1043.9	1031.1	1036.05	1033.8	1029.2	3251177	3.3799898913E9	2016-09-30	66361	INE009A01021
MINDTREE	EQ	481.0	485.0	475.0	482.15	484.6	481.6	331125	1.59161196E8	2016-09-30	14165	INE018I01017
NIITTECH	EQ	414.9	437.55	405.0	418.95	420.05	412.6	302092	1.2792327065E8	2016-09-30	8611	INE591G01017
TCS	EQ	2437.05	2449.8	2423.1	2430.8	2432.2	2437.8	1087682	2.64584176255E9	2016-09-30	53121	INE467B01029
TECHM	EQ	435.0	435.0	418.7	419.85	420.65	427.15	2210429	9.3718114445E8	2016-09-30	48939	INE669C01036
WIPRO	EQ	473.0	480.0	473.0	478.95	479.05	472.2	2103183	1.00463921775E9	2016-09-30	55553	INE075A01022
HCLTECH	EQ	844.95	846.5	835.15	837.55	836.0	839.65	1318204	1.10718900585E9	2016-04-13	40218	INE860A01027
INFY	EQ	1194.95	1194.95	1166.35	1172.7	1176.0	1182.2	6255693	7.35908449875E9	2016-04-13	184136	INE009A01021
MINDTREE	EQ	679.8	697.9	678.6	691.6	685.4	677.0	479332	3.309792823E8	2016-04-13	21587	INE018I01017
TATAELXSI	EQ	1962.0	1976.0	1934.9	1941.05	1935.25	1943.5	347557	6.8048570585E8	2016-04-13	15952	INE670A01012
TCS	EQ	2530.0	2545.0	2512.5	2526.2	2528.0	2518.15	800734	2.02173675275E9	2016-04-13	51204	INE467B01029
TECHM	EQ	469.5	472.6	465.9	471.4	470.5	464.45	1062026	4.9860018125E8	2016-04-13	31566	INE669C01036
WIPRO	EQ	583.0	591.9	580.55	584.9	584.8	569.55	2001562	1.16869905525E9	2016-04-13	49418	INE075A01022
HCLTECH	EQ	847.0	847.95	826.1	838.75	840.15	843.25	1082920	9.0786789475E8	2016-04-06	42606	INE860A01027
INFY	EQ	1228.0	1228.0	1196.0	1200.7	1201.65	1219.8	2465677	2.9803552772E9	2016-04-06	82745	INE009A01021
TCS	EQ	2470.0	2489.0	2459.35	2481.9	2481.0	2462.75	881575	2.18425530975E9	2016-04-06	48213	INE467B01029
TECHM	EQ	463.5	465.35	448.4	453.0	452.25	462.25	2671558	1.2095331387E9	2016-04-06	49743	INE669C01036
WIPRO	EQ	560.0	562.0	552.75	558.2	558.1	559.0	1089149	6.056399477E8	2016-04-06	24867	INE075A01022
HCLTECH	EQ	831.1	853.95	831.1	842.35	848.0	838.05	1887068	1.59050254035E9	2016-01-18	51917	INE860A01027
INFY	EQ	1139.9	1162.1	1128.35	1131.9	1129.6	1139.9	5033306	5.76083330525E9	2016-01-18	124462	INE009A01021
MINDTREE	EQ	1545.0	1571.0	1455.2	1469.85	1467.95	1542.4	447514	6.7192155115E8	2016-01-18	37451	INE018I01017
